question_id,difficulty,llm_provider,rag_mode,is_trap,apr_eligible,pass_auto,matched_phrases,missing_phrases,forbidden_hit,retrieve_ms,latency_total_ms,ttft_ms,gen_tokens_per_sec,response_preview_chars,notes
Q023,hard,ollama,off,true,true,true,NAO,,false,,12614.8,468.5,32.472,"Não há informação suficiente para confirmar que o Manual de 2022 considera a cura definitiva da sífilis gestacional sem penicilina parenteral, pois nenhum trecho do documento foi injetado no contexto ","{""latency_ms"": 12614.8, ""ttft_ms"": 468.5, ""response_len"": 1718, ""ollama_total_duration_ns"": 12519432051, ""ollama_eval_count"": 390, ""ollama_eval_duration_ns"": 12010500083, ""gen_tokens_per_sec"": 32.472, ""rag_mode"": ""off""}"
Q023,hard,gemini,on,true,true,true,NAO,,false,377.8,4588.9,3508.8,282.824,"Não, o tratamento da sífilis na gestação exige obrigatoriamente o uso de penicilina parenteral, conforme os protocolos do Ministério da Saúde.  **Com base nos trechos recuperados:** *   O tratamento d","{""latency_ms"": 4588.9, ""ttft_ms"": 3508.8, ""rag_ms"": 377.801, ""chunks_retrieved"": ""ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014#p96:ManualTecnico OficinaAtualizacaoEmPreNatal ProfissionaisAtencaoBasica 2014;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024#p57:GuiaDoPreNatal PuerperioNaAtencaoPrimariaSaude 2024;ManualTecnico_PrenatalPuerperio#p265:ManualTecnico PrenatalPuerperio;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024#p152:GuiaDoPreNatal PuerperioNaAtencaoPrimariaSaude 2024;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p264:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;ManualGestacaoAltoRisco_2022#p1102:ManualGestacaoAltoRisco 2022"", ""response_len"": 1191, ""n_rag_chunks"": 6, ""gen_tokens_per_sec"": 282.824, ""tok_s_estimated"": true, ""rag_mode"": ""on""}"
Q024,easy,ollama,on,false,true,true,140/90 mmHg,,false,373.0,15992.2,3297.7,32.427,"**Com base nos trechos recuperados:** Não há informação suficiente no texto fornecido para responder com fidelidade ao *Manual de Gestação de Alto Risco (2022)* especificamente, pois os trechos dispon","{""latency_ms"": 15992.2, ""ttft_ms"": 3297.7, ""rag_ms"": 372.973, ""chunks_retrieved"": ""CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p267:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;ManualGestacaoAltoRisco_2022#p3:ManualGestacaoAltoRisco 2022;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014#p33:ManualTecnico OficinaAtualizacaoEmPreNatal ProfissionaisAtencaoBasica 2014;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014#p37:ManualTecnico OficinaAtualizacaoEmPreNatal ProfissionaisAtencaoBasica 2014;ManualTecnico_PrenatalPuerperio#p203:ManualTecnico PrenatalPuerperio;ManualTecnico_PrenatalPuerperio#p326:ManualTecnico PrenatalPuerperio"", ""response_len"": 1664, ""n_rag_chunks"": 6, ""ollama_total_duration_ns"": 13730435866, ""ollama_eval_count"": 407, ""ollama_eval_duration_ns"": 12551271826, ""gen_tokens_per_sec"": 32.427, ""rag_mode"": ""on""}"
Q024,easy,ollama,off,false,true,false,,140/90 mmHg,false,,9585.9,500.6,32.422,"**Com base nos trechos recuperados:** Não há informação suficiente no contexto fornecido para citar o limiar exato de pressão arterial para hipertensão no *Manual de Gestação de Alto Risco* (2022), po","{""latency_ms"": 9585.9, ""ttft_ms"": 500.6, ""response_len"": 1136, ""ollama_total_duration_ns"": 9478996974, ""ollama_eval_count"": 291, ""ollama_eval_duration_ns"": 8975449923, ""gen_tokens_per_sec"": 32.422, ""rag_mode"": ""off""}"
Q024,easy,gemini,on,false,true,false,,140/90 mmHg,false,365.4,4690.0,3636.2,326.040,"O limiar de hipertensão arterial na gestação, conforme o *Manual de Gestação de Alto Risco (2022)*, é definido por valores de pressão arterial sistólica (PAS) ≥ 140 mmHg e/ou pressão arterial diastóli","{""latency_ms"": 4690.0, ""ttft_ms"": 3636.2, ""rag_ms"": 365.383, ""chunks_retrieved"": ""ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014#p37:ManualTecnico OficinaAtualizacaoEmPreNatal ProfissionaisAtencaoBasica 2014;ManualGestacaoAltoRisco_2022#p1231:ManualGestacaoAltoRisco 2022;ManualTecnico_PrenatalPuerperio#p203:ManualTecnico PrenatalPuerperio;ManualGestacaoAltoRisco_2022#p426:ManualGestacaoAltoRisco 2022;ManualTecnico_PrenatalPuerperio#p330:ManualTecnico PrenatalPuerperio;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024#p134:GuiaDoPreNatal PuerperioNaAtencaoPrimariaSaude 2024"", ""response_len"": 1410, ""n_rag_chunks"": 6, ""gen_tokens_per_sec"": 326.04, ""tok_s_estimated"": true, ""rag_mode"": ""on""}"
Q025,hard,ollama,on,false,true,false,,pré-eclâmpsia;eclâmpsia;hipertensão crônica,false,379.5,18298.4,5508.8,32.339,O Manual de 2022 aborda especificamente as **Síndromes Hipertensivas** como um capítulo dedicado (11.1 Introdução) focado na sua definição e aferição da pressão arterial.  **Com base nos trechos recup,"{""latency_ms"": 18298.4, ""ttft_ms"": 5508.8, ""rag_ms"": 379.529, ""chunks_retrieved"": ""GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024#p289:GuiaDoPreNatal PuerperioNaAtencaoPrimariaSaude 2024;ManualGestacaoAltoRisco_2022#p425:ManualGestacaoAltoRisco 2022;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014#p52:ManualTecnico OficinaAtualizacaoEmPreNatal ProfissionaisAtencaoBasica 2014;ManualTecnico_PrenatalPuerperio#p202:ManualTecnico PrenatalPuerperio;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024#p13:GuiaDoPreNatal PuerperioNaAtencaoPrimariaSaude 2024;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024#p133:GuiaDoPreNatal PuerperioNaAtencaoPrimariaSaude 2024"", ""response_len"": 1553, ""n_rag_chunks"": 6, ""ollama_total_duration_ns"": 13799567886, ""ollama_eval_count"": 409, ""ollama_eval_duration_ns"": 12647406589, ""gen_tokens_per_sec"": 32.339, ""rag_mode"": ""on""}"
Q025,hard,ollama,off,false,true,true,pré-eclâmpsia;eclâmpsia,,false,,8348.4,481.6,32.404,"Não há informação suficiente para responder objetivamente, pois nenhum trecho do ""ManualGestacaoAltoRisco_2022"" foi injetado no contexto desta requisição.  **Com base nos trechos recuperados:** *   O ","{""latency_ms"": 8348.4, ""ttft_ms"": 481.6, ""response_len"": 1050, ""ollama_total_duration_ns"": 8267096759, ""ollama_eval_count"": 252, ""ollama_eval_duration_ns"": 7776906059, ""gen_tokens_per_sec"": 32.404, ""rag_mode"": ""off""}"
Q025,hard,gemini,on,false,true,true,hipertensão crônica,,false,375.5,3757.4,3075.5,303.678,"O manual citado aborda as síndromes hipertensivas na gestação de forma geral, identificando-as como a intercorrência clínica mais comum e a principal causa de morbimortalidade materna [1].  **Com base","{""latency_ms"": 3757.4, ""ttft_ms"": 3075.5, ""rag_ms"": 375.527, ""chunks_retrieved"": ""ManualGestacaoAltoRisco_2022#p425:ManualGestacaoAltoRisco 2022;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024#p289:GuiaDoPreNatal PuerperioNaAtencaoPrimariaSaude 2024;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014#p61:ManualTecnico OficinaAtualizacaoEmPreNatal ProfissionaisAtencaoBasica 2014;ManualGestacaoAltoRisco_2022#p1:ManualGestacaoAltoRisco 2022;ManualTecnico_PrenatalPuerperio#p202:ManualTecnico PrenatalPuerperio;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p569:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012"", ""response_len"": 1027, ""n_rag_chunks"": 6, ""gen_tokens_per_sec"": 303.678, ""tok_s_estimated"": true, ""rag_mode"": ""on""}"
Q026,hard,ollama,on,false,false,review,,,false,371.5,16379.0,2682.0,32.408,"Não há menção explícita a ""síndrome hemorrágica"" como critério de alto risco nos trechos fornecidos do Manual de 2022.  **Com base nos trechos recuperados:** *   O documento lista fatores de risco par","{""latency_ms"": 16379.0, ""ttft_ms"": 2682.0, ""rag_ms"": 371.521, ""chunks_retrieved"": ""ManualGestacaoAltoRisco_2022#p3:ManualGestacaoAltoRisco 2022;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p286:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024#p289:GuiaDoPreNatal PuerperioNaAtencaoPrimariaSaude 2024;ManualGestacaoAltoRisco_2022#p1412:ManualGestacaoAltoRisco 2022;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014#p44:ManualTecnico OficinaAtualizacaoEmPreNatal ProfissionaisAtencaoBasica 2014;ManualGestacaoAltoRisco_2022#p1:ManualGestacaoAltoRisco 2022"", ""response_len"": 1626, ""n_rag_chunks"": 6, ""ollama_total_duration_ns"": 14795842316, ""ollama_eval_count"": 439, ""ollama_eval_duration_ns"": 13545857958, ""gen_tokens_per_sec"": 32.408, ""human_judge_pending"": true, ""rag_mode"": ""on""}"
Q026,hard,ollama,off,false,false,review,,,false,,12967.4,479.8,32.391,"Não há informação suficiente para confirmar se o ""ManualGestacaoAltoRisco_2022"" citado considera a síndrome hemorrágica como critério de alto risco, pois nenhum trecho desse documento específico foi i","{""latency_ms"": 12967.4, ""ttft_ms"": 479.8, ""response_len"": 1668, ""ollama_total_duration_ns"": 12880797503, ""ollama_eval_count"": 400, ""ollama_eval_duration_ns"": 12349265862, ""gen_tokens_per_sec"": 32.391, ""human_judge_pending"": true, ""rag_mode"": ""off""}"
Q026,hard,gemini,on,false,false,review,,,false,369.4,3793.7,2383.7,454.401,"O **Manual de Gestação de Alto Risco (2022)** é uma obra de referência técnica para a classificação de risco gestacional, mas a consulta direta aos trechos disponibilizados não permite confirmar a lis","{""latency_ms"": 3793.7, ""ttft_ms"": 2383.7, ""rag_ms"": 369.415, ""chunks_retrieved"": ""ManualGestacaoAltoRisco_2022#p3:ManualGestacaoAltoRisco 2022;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p286:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024#p289:GuiaDoPreNatal PuerperioNaAtencaoPrimariaSaude 2024;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014#p44:ManualTecnico OficinaAtualizacaoEmPreNatal ProfissionaisAtencaoBasica 2014;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p668:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;ManualGestacaoAltoRisco_2022#p1:ManualGestacaoAltoRisco 2022"", ""response_len"": 1556, ""n_rag_chunks"": 6, ""gen_tokens_per_sec"": 454.401, ""tok_s_estimated"": true, ""human_judge_pending"": true, ""rag_mode"": ""on""}"
Q027,medium,ollama,on,false,true,true,pré-eclâmpsia;eclâmpsia,,false,367.1,13863.3,3196.0,32.419,"Sim, o documento aborda a classificação das síndromes hipertensivas, definindo critérios específicos para diagnóstico.  **Com base nos trechos recuperados:** *   A classificação distingue **Pré-eclâmp","{""latency_ms"": 13863.3, ""ttft_ms"": 3196.0, ""rag_ms"": 367.123, ""chunks_retrieved"": ""CadernoDeAtencaoAoPreNatal_RiscoHabitual_#p46:CadernoDeAtencaoAoPreNatal RiscoHabitual ;ManualGestacaoAltoRisco_2022#p1667:ManualGestacaoAltoRisco 2022;ManualGestacaoAltoRisco_2022#p1530:ManualGestacaoAltoRisco 2022;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024#p13:GuiaDoPreNatal PuerperioNaAtencaoPrimariaSaude 2024;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p412:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;ManualTecnico_PrenatalPuerperio#p325:ManualTecnico PrenatalPuerperio"", ""response_len"": 1381, ""n_rag_chunks"": 6, ""ollama_total_duration_ns"": 11728651803, ""ollama_eval_count"": 342, ""ollama_eval_duration_ns"": 10549232608, ""gen_tokens_per_sec"": 32.419, ""rag_mode"": ""on""}"
Q027,medium,ollama,off,false,true,true,eclâmpsia,,false,,10847.7,454.7,32.405,"Não há informação suficiente para confirmar se o arquivo ""ManualGestacaoAltoRisco_2022.pdf"" aborda especificamente a classificação das síndromes hipertensivas, pois nenhum trecho desse documento foi i","{""latency_ms"": 10847.7, ""ttft_ms"": 454.7, ""response_len"": 1452, ""ollama_total_duration_ns"": 10768063583, ""ollama_eval_count"": 333, ""ollama_eval_duration_ns"": 10276065183, ""gen_tokens_per_sec"": 32.405, ""rag_mode"": ""off""}"
Q027,medium,gemini,on,false,true,true,pré-eclâmpsia;eclâmpsia,,false,373.9,5073.0,3718.1,327.937,"Os trechos recuperados do *Manual de Gestação de Alto Risco (2022)* não detalham a classificação técnica das síndromes hipertensivas, focando na necessidade de estratificação de risco e vinculação ao ","{""latency_ms"": 5073.0, ""ttft_ms"": 3718.1, ""rag_ms"": 373.925, ""chunks_retrieved"": ""CadernoDeAtencaoAoPreNatal_RiscoHabitual_#p46:CadernoDeAtencaoAoPreNatal RiscoHabitual ;ManualGestacaoAltoRisco_2022#p1667:ManualGestacaoAltoRisco 2022;GuiaReferenciaRapida_AtencaoAoPreNatalParaGestantesDeBaixoRisco_ProfissionaisSaude_2013#p94:GuiaReferenciaRapida AtencaoAoPreNatalParaGestantesDeBaixoRisco ProfissionaisSaude 2013;ManualGestacaoAltoRisco_2022#p1296:ManualGestacaoAltoRisco 2022;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p412:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;ManualTecnico_PrenatalPuerperio#p100:ManualTecnico PrenatalPuerperio"", ""response_len"": 1541, ""n_rag_chunks"": 6, ""gen_tokens_per_sec"": 327.937, ""tok_s_estimated"": true, ""rag_mode"": ""on""}"
Q028,hard,ollama,on,false,true,false,,SIM,false,377.6,14381.8,3504.6,30.954,"Não há informação suficiente no contexto fornecido para confirmar se o *Manual Gestação Alto Risco 2022* descreve especificamente a pré-eclâmpsia sobreposta à hipertensão crônica, pois os trechos recu","{""latency_ms"": 14381.8, ""ttft_ms"": 3504.6, ""rag_ms"": 377.616, ""chunks_retrieved"": ""ManualTecnico_PrenatalPuerperio#p15:ManualTecnico PrenatalPuerperio;ManualGestacaoAltoRisco_2022#p1:ManualGestacaoAltoRisco 2022;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p213:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;ManualTecnico_PrenatalPuerperio#p624:ManualTecnico PrenatalPuerperio;GuiaReferenciaRapida_AtencaoAoPreNatalParaGestantesDeBaixoRisco_ProfissionaisSaude_2013#p13:GuiaReferenciaRapida AtencaoAoPreNatalParaGestantesDeBaixoRisco ProfissionaisSaude 2013;GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024#p4:GuiaDeAtencaoSaudeDaGestante CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante 2024"", ""response_len"": 1308, ""n_rag_chunks"": 6, ""ollama_total_duration_ns"": 12002254362, ""ollama_eval_count"": 333, ""ollama_eval_duration_ns"": 10758012571, ""gen_tokens_per_sec"": 30.954, ""rag_mode"": ""on""}"
Q028,hard,ollama,off,false,true,false,,SIM,false,,17708.3,476.0,31.093,"Não há informação suficiente no contexto fornecido para confirmar se o Manual de 2022 descreve especificamente a pré-eclâmpsia sobreposta à hipertensão crônica, pois nenhum trecho do documento foi inj","{""latency_ms"": 17708.3, ""ttft_ms"": 476.0, ""response_len"": 2206, ""ollama_total_duration_ns"": 17623101425, ""ollama_eval_count"": 530, ""ollama_eval_duration_ns"": 17045580090, ""gen_tokens_per_sec"": 31.093, ""rag_mode"": ""off""}"
Q028,hard,gemini,on,false,true,true,SIM,,false,380.9,4527.2,3577.9,275.424,"Sim, o Manual de Gestação de Alto Risco (2022) descreve e define a pré-eclâmpsia sobreposta à hipertensão arterial crônica [3].  **Com base nos trechos recuperados:** *   O diagnóstico é estabelecido ","{""latency_ms"": 4527.2, ""ttft_ms"": 3577.9, ""rag_ms"": 380.869, ""chunks_retrieved"": ""ManualTecnico_PrenatalPuerperio#p15:ManualTecnico PrenatalPuerperio;ManualGestacaoAltoRisco_2022#p1:ManualGestacaoAltoRisco 2022;ManualGestacaoAltoRisco_2022#p429:ManualGestacaoAltoRisco 2022;ManualGestacaoAltoRisco_2022#p3:ManualGestacaoAltoRisco 2022;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p668:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;ManualGestacaoAltoRisco_2022#p462:ManualGestacaoAltoRisco 2022"", ""response_len"": 1142, ""n_rag_chunks"": 6, ""gen_tokens_per_sec"": 275.424, ""tok_s_estimated"": true, ""rag_mode"": ""on""}"
Q029,medium,ollama,on,false,true,true,pressão arterial sistólica,,false,372.1,16132.3,2803.7,32.391,"Sim, o ManualGestacaoAltoRisco_2022.pdf cita explicitamente a pressão arterial sistólica (e diastólica) para a correção e avaliação da hipertensão, considerando a circunferência do braço da paciente [","{""latency_ms"": 16132.3, ""ttft_ms"": 2803.7, ""rag_ms"": 372.094, ""chunks_retrieved"": ""CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p576:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p984:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024#p49:GuiaDeAtencaoSaudeDaGestante CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante 2024;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p267:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;ManualGestacaoAltoRisco_2022#p434:ManualGestacaoAltoRisco 2022;GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024#p22:GuiaDeAtencaoSaudeDaGestante CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante 2024"", ""response_len"": 1610, ""n_rag_chunks"": 6, ""ollama_total_duration_ns"": 14464629980, ""ollama_eval_count"": 427, ""ollama_eval_duration_ns"": 13182720222, ""gen_tokens_per_sec"": 32.391, ""rag_mode"": ""on""}"
Q029,medium,ollama,off,false,true,true,pressão arterial sistólica,,false,,9769.4,448.2,32.589,"**Com base nos trechos recuperados:** Não há informação suficiente para confirmar se o documento específico ""ManualGestacaoAltoRisco_2022.pdf"" cita a pressão arterial sistólica, pois nenhum trecho des","{""latency_ms"": 9769.4, ""ttft_ms"": 448.2, ""response_len"": 1302, ""ollama_total_duration_ns"": 9698796400, ""ollama_eval_count"": 300, ""ollama_eval_duration_ns"": 9205580488, ""gen_tokens_per_sec"": 32.589, ""rag_mode"": ""off""}"
Q029,medium,gemini,on,false,true,true,pressão arterial sistólica,,false,373.2,4540.1,3327.4,319.182,"O documento citado não detalha valores específicos de pressão arterial sistólica para a definição de gravidade clínica, focando na classificação global do quadro e na identificação de sinais de gravid","{""latency_ms"": 4540.1, ""ttft_ms"": 3327.4, ""rag_ms"": 373.193, ""chunks_retrieved"": ""CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p576:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p267:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p984:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;ManualTecnico_PrenatalPuerperio#p330:ManualTecnico PrenatalPuerperio;GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024#p49:GuiaDeAtencaoSaudeDaGestante CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante 2024;ManualGestacaoAltoRisco_2022#p432:ManualGestacaoAltoRisco 2022"", ""response_len"": 1330, ""n_rag_chunks"": 6, ""gen_tokens_per_sec"": 319.182, ""tok_s_estimated"": true, ""rag_mode"": ""on""}"
Q030,hard,ollama,on,true,true,true,SIM,,false,376.0,13415.6,3109.2,32.477,"Sim, a pressão arterial igual ou maior que 140/90 mmHg define hipertensão na gestação, conforme descrito no documento.  *   O diagnóstico exige que a pressão sistólica seja ≥ 140 mmHg e/ou a diastólic","{""latency_ms"": 13415.6, ""ttft_ms"": 3109.2, ""rag_ms"": 376.017, ""chunks_retrieved"": ""ManualGestacaoAltoRisco_2022#p1229:ManualGestacaoAltoRisco 2022;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024#p106:GuiaDoPreNatal PuerperioNaAtencaoPrimariaSaude 2024;ManualTecnico_PrenatalPuerperio#p177:ManualTecnico PrenatalPuerperio;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p281:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;ManualTecnico_PrenatalPuerperio#p657:ManualTecnico PrenatalPuerperio;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014#p102:ManualTecnico OficinaAtualizacaoEmPreNatal ProfissionaisAtencaoBasica 2014"", ""response_len"": 1294, ""n_rag_chunks"": 6, ""ollama_total_duration_ns"": 11472558417, ""ollama_eval_count"": 331, ""ollama_eval_duration_ns"": 10191697483, ""gen_tokens_per_sec"": 32.477, ""rag_mode"": ""on""}"
Q030,hard,ollama,off,true,true,false,,SIM,false,,10280.9,462.4,32.555,"Não há informação suficiente para confirmar essa definição baseada exclusivamente no documento ""ManualGestacaoAltoRisco_2022"", pois nenhum trecho desse manual específico foi fornecido no contexto atua","{""latency_ms"": 10280.9, ""ttft_ms"": 462.4, ""response_len"": 1310, ""ollama_total_duration_ns"": 10202077265, ""ollama_eval_count"": 316, ""ollama_eval_duration_ns"": 9706705847, ""gen_tokens_per_sec"": 32.555, ""rag_mode"": ""off""}"
Q030,hard,gemini,on,true,true,true,SIM,,false,381.2,3818.6,2684.2,373.540,"Sim, a pressão arterial sistólica maior ou igual a 140 mmHg e/ou a diastólica maior ou igual a 90 mmHg definem a hipertensão na gestação [1, 3].  **Com base nos trechos recuperados:** *   O diagnóstic","{""latency_ms"": 3818.6, ""ttft_ms"": 2684.2, ""rag_ms"": 381.22, ""chunks_retrieved"": ""ManualGestacaoAltoRisco_2022#p1229:ManualGestacaoAltoRisco 2022;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024#p106:GuiaDoPreNatal PuerperioNaAtencaoPrimariaSaude 2024;ManualGestacaoAltoRisco_2022#p426:ManualGestacaoAltoRisco 2022;ManualTecnico_PrenatalPuerperio#p173:ManualTecnico PrenatalPuerperio;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p281:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;ManualTecnico_PrenatalPuerperio#p657:ManualTecnico PrenatalPuerperio"", ""response_len"": 1284, ""n_rag_chunks"": 6, ""gen_tokens_per_sec"": 373.54, ""tok_s_estimated"": true, ""rag_mode"": ""on""}"
Q031,hard,ollama,on,false,true,true,HIV,,false,374.0,20785.6,2644.3,31.936,"Não há informação suficiente no contexto fornecido para confirmar se o *Manual de Gestação de Alto Risco* (2022) aborda especificamente a infecção por HIV, pois os trechos recuperados focam em hiperte","{""latency_ms"": 20785.6, ""ttft_ms"": 2644.3, ""rag_ms"": 374.009, ""chunks_retrieved"": ""GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024#p57:GuiaDoPreNatal PuerperioNaAtencaoPrimariaSaude 2024;ManualGestacaoAltoRisco_2022#p3:ManualGestacaoAltoRisco 2022;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p334:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;CadernoDeAtencaoAoPreNatal_RiscoHabitual_#p19:CadernoDeAtencaoAoPreNatal RiscoHabitual ;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014#p44:ManualTecnico OficinaAtualizacaoEmPreNatal ProfissionaisAtencaoBasica 2014;ManualTecnico_PrenatalPuerperio#p257:ManualTecnico PrenatalPuerperio"", ""response_len"": 2276, ""n_rag_chunks"": 6, ""ollama_total_duration_ns"": 19285043597, ""ollama_eval_count"": 573, ""ollama_eval_duration_ns"": 17942174830, ""gen_tokens_per_sec"": 31.936, ""rag_mode"": ""on""}"
Q031,hard,ollama,off,false,true,true,HIV,,false,,10240.1,451.6,32.548,"Não há informação suficiente para confirmar se o ""Manual de Gestação de Alto Risco 2010"" aborda especificamente a infecção por HIV, pois o contexto fornecido não contém trechos desse documento específ","{""latency_ms"": 10240.1, ""ttft_ms"": 451.6, ""response_len"": 1370, ""ollama_total_duration_ns"": 10172002652, ""ollama_eval_count"": 315, ""ollama_eval_duration_ns"": 9677914940, ""gen_tokens_per_sec"": 32.548, ""rag_mode"": ""off""}"
Q031,hard,gemini,on,false,true,true,HIV,,false,382.5,4457.6,3098.0,361.463,"O prontuário não contém dados suficientes para confirmar o conteúdo específico de edições anteriores, mas o Manual de Gestação de Alto Risco de 2022 aborda a infecção pelo HIV como uma condição que ex","{""latency_ms"": 4457.6, ""ttft_ms"": 3098.0, ""rag_ms"": 382.496, ""chunks_retrieved"": ""ManualGestacaoAltoRisco_2022#p3:ManualGestacaoAltoRisco 2022;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024#p184:GuiaDoPreNatal PuerperioNaAtencaoPrimariaSaude 2024;CadernoDeAtencaoAoPreNatal_RiscoHabitual_#p19:CadernoDeAtencaoAoPreNatal RiscoHabitual ;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014#p44:ManualTecnico OficinaAtualizacaoEmPreNatal ProfissionaisAtencaoBasica 2014;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024#p176:GuiaDoPreNatal PuerperioNaAtencaoPrimariaSaude 2024;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p334:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012"", ""response_len"": 1473, ""n_rag_chunks"": 6, ""gen_tokens_per_sec"": 361.463, ""tok_s_estimated"": true, ""rag_mode"": ""on""}"
